job_title,salary_usd,experience_level,employment_type,location,remote_ratio,company_size,source
ETL Developer,116451.67,mid,FT,"San Francisco, CA",50,M,synthetic
Senior NLP Engineer,176760.3,senior,FT,"Boston, MA",0,L,synthetic
Talent Acquisition Intern,0.0,entry,FT,"Paris, France",0,S,synthetic
BI Developer Entry Level,46982.02,entry,FT,Remote,50,S,synthetic
Senior Data Scientist,190075.07,senior,FT,Remote - Worldwide,50,S,synthetic
Head of Finance,122331.29,senior,FT,"Amsterdam, Netherlands",50,L,synthetic
Junior Computer Vision Engineer,53467.83,entry,FT,"Paris, France",100,S,synthetic
Recruitment Intern,0.0,entry,FT,"Boston, MA",0,L,synthetic
Staff Machine Learning Engineer,167312.97,senior,FT,"Dubai, UAE",0,S,synthetic
HR Assistant,31242.08,entry,FT,"San Francisco, CA",50,S,synthetic
Senior Audit Manager,106768.6,senior,FT,"Berlin, Germany",0,S,synthetic
Data Engineer,0.0,mid,FT,Remote - Worldwide,100,M,synthetic
Data Analyst Intern,54496.34,entry,FT,"Austin, TX",50,M,synthetic
Frontend Developer Junior,53210.31,entry,FT,"Montreal, Canada",50,M,synthetic
Senior Data Engineer,80043.69,mid,FT,"Tunis, Tunisia",0,L,synthetic
Junior Python Developer,0.0,entry,FT,"Montreal, Canada",100,L,synthetic
Junior NLP Engineer,0.0,entry,FT,"Berlin, Germany",100,M,synthetic
Junior PHP Developer,0.0,entry,FT,"Brussels, Belgium",100,M,synthetic
Junior NLP Engineer,50532.82,entry,FT,"Montreal, Canada",0,M,synthetic
Senior Machine Learning Engineer,0.0,senior,FT,"Montreal, Canada",0,L,synthetic
Junior Financial Analyst,31675.15,entry,FT,"Brussels, Belgium",50,L,synthetic
Cloud Data Engineer,89342.88,mid,FT,"Tunis, Tunisia",100,S,synthetic
HR Coordinator Entry Level,0.0,entry,FT,Remote - Worldwide,50,L,synthetic
Finance Graduate Trainee,32408.34,entry,FT,"Amsterdam, Netherlands",0,S,synthetic
Junior Data Scientist,0.0,entry,FT,"Amsterdam, Netherlands",100,M,synthetic
Analytics Engineer,126580.3,mid,FT,"New York, NY",50,L,synthetic
Junior BI Analyst,0.0,entry,FT,"New York, NY",100,M,synthetic
Senior Financial Analyst,0.0,senior,FT,"Amsterdam, Netherlands",0,L,synthetic
Junior ML Engineer,69366.0,entry,FT,"Casablanca, Morocco",50,S,synthetic
Data Reporting Analyst,0.0,entry,FT,"Austin, TX",50,L,synthetic
Reporting Analyst Junior,0.0,entry,FT,"Tunis, Tunisia",0,L,synthetic
Lead ML Engineer,0.0,senior,FT,"New York, NY",100,S,synthetic
Junior BI Analyst,0.0,entry,FT,"Seattle, WA",50,L,synthetic
Analytics Engineer,75591.4,mid,FT,"Casablanca, Morocco",100,L,synthetic
Director of Finance,90887.38,senior,FT,Remote - US,0,M,synthetic
Head of Finance,0.0,senior,FT,"Lyon, France",50,S,synthetic
HR Assistant,0.0,entry,FT,"Lyon, France",50,L,synthetic
Senior Financial Analyst,82990.21,senior,FT,"Brussels, Belgium",0,L,synthetic
Content Marketing Intern,38763.57,entry,FT,"Casablanca, Morocco",50,L,synthetic
Lead AI Engineer,0.0,senior,FT,"Casablanca, Morocco",100,M,synthetic
Community Manager Junior,38465.49,entry,FT,"Montreal, Canada",100,M,synthetic
Business Intelligence Intern,0.0,entry,FT,"Berlin, Germany",50,M,synthetic
Junior Controller,0.0,entry,FT,Remote - Europe,50,S,synthetic
Social Media Manager Junior,0.0,entry,FT,"Brussels, Belgium",0,M,synthetic
Junior Full Stack Developer,0.0,entry,FT,"Austin, TX",100,S,synthetic
Senior Audit Manager,93363.7,senior,FT,"Casablanca, Morocco",0,S,synthetic
Community Manager Junior,29472.39,entry,FT,"New York, NY",50,M,synthetic
Lead ML Engineer,180475.76,senior,FT,"Seattle, WA",100,M,synthetic
Junior Data Scientist,72401.64,entry,FT,"Dubai, UAE",50,L,synthetic
Senior Controller,0.0,senior,FT,Remote - Europe,0,L,synthetic
Junior SAP Consultant,48380.71,entry,FT,"Austin, TX",50,L,synthetic
Finance Graduate Trainee,49247.01,entry,FT,"Toronto, Canada",50,M,synthetic
Junior SAP Consultant,38466.3,entry,FT,"Toronto, Canada",0,S,synthetic
HR Coordinator Entry Level,0.0,entry,FT,"Paris, France",50,M,synthetic
Data Pipeline Engineer,96746.52,mid,FT,"Seattle, WA",50,M,synthetic
Director of Finance,157861.74,senior,FT,"London, UK",0,L,synthetic
Machine Learning Analyst,59154.8,entry,FT,"Chicago, IL",100,L,synthetic
Director of Finance,0.0,senior,FT,"Seattle, WA",0,L,synthetic
Junior Controller,50294.45,entry,FT,"Dubai, UAE",50,S,synthetic
HR Assistant,0.0,entry,FT,"Austin, TX",50,S,synthetic
Data Science Intern,0.0,entry,FT,"Tunis, Tunisia",0,S,synthetic
Senior Machine Learning Engineer,0.0,senior,FT,"Seattle, WA",0,S,synthetic
Odoo Developer Junior,0.0,entry,FT,"Lyon, France",50,M,synthetic
Finance Manager,0.0,senior,FT,"Montreal, Canada",50,L,synthetic
AI Engineer Entry Level,54995.19,entry,FT,"Montreal, Canada",0,M,synthetic
ML Platform Engineer Senior,166151.65,senior,FT,"New York, NY",0,L,synthetic
Cloud Data Engineer,0.0,mid,FT,Remote - Worldwide,100,L,synthetic
AI Research Intern,56573.94,entry,FT,"San Francisco, CA",0,L,synthetic
ML Platform Engineer Senior,149896.96,senior,FT,"Boston, MA",100,M,synthetic
Frontend Developer Junior,31121.85,entry,FT,"Brussels, Belgium",0,S,synthetic
Power BI Analyst,55454.01,entry,FT,"New York, NY",100,S,synthetic
Senior Audit Manager,0.0,senior,FT,"Austin, TX",0,S,synthetic
Analytics Engineer,82043.61,mid,FT,"Brussels, Belgium",0,S,synthetic
Junior Django Developer,0.0,entry,FT,"Dubai, UAE",0,M,synthetic
Junior Accountant,51321.86,entry,FT,"Berlin, Germany",0,M,synthetic
Junior Django Developer,44804.0,entry,FT,"Casablanca, Morocco",0,S,synthetic
Junior HR Generalist,0.0,entry,FT,"Chicago, IL",0,S,synthetic
Odoo Implementation Consultant,42943.88,entry,FT,"Paris, France",0,S,synthetic
Junior Python Developer,58818.17,entry,FT,"London, UK",100,L,synthetic
Junior Accountant,31598.94,entry,FT,Remote - Europe,0,S,synthetic
Data Science Graduate,78476.76,entry,FT,"Boston, MA",100,M,synthetic
Frontend Developer Junior,53901.98,entry,FT,"Berlin, Germany",0,L,synthetic
Staff Machine Learning Engineer,0.0,senior,FT,"Paris, France",0,L,synthetic
Director of Finance,0.0,senior,FT,"New York, NY",50,S,synthetic
Accounting Intern,0.0,entry,FT,"Berlin, Germany",0,S,synthetic
Junior ML Engineer,50590.09,entry,FT,Remote - Worldwide,0,L,synthetic
Analytics Engineer,0.0,mid,FT,"Dubai, UAE",0,M,synthetic
Accounting Intern,0.0,entry,FT,"Toronto, Canada",0,M,synthetic
Data Visualization Analyst,39070.98,entry,FT,"Paris, France",0,M,synthetic
Analytics Intern,58787.99,entry,FT,Remote - US,100,S,synthetic
Junior SAP Consultant,36314.59,entry,FT,Remote - Europe,50,M,synthetic
Web Developer Intern,54141.23,entry,FT,"Seattle, WA",50,M,synthetic
Junior ML Engineer,0.0,entry,FT,"Austin, TX",100,L,synthetic
Community Manager Junior,31569.43,entry,FT,"Madrid, Spain",100,S,synthetic
Analytics Engineer,0.0,mid,FT,"Boston, MA",0,M,synthetic
Junior Web Developer,0.0,entry,FT,"Boston, MA",100,M,synthetic
Digital Marketing Intern,0.0,entry,FT,Remote,50,S,synthetic
Data Science Graduate,0.0,entry,FT,"Amsterdam, Netherlands",100,L,synthetic
Recruitment Intern,0.0,entry,FT,"Chicago, IL",0,S,synthetic
Business Intelligence Intern,43920.59,entry,FT,"Boston, MA",50,L,synthetic
ERP Analyst Junior,0.0,entry,FT,"Austin, TX",0,L,synthetic
Head of Finance,0.0,senior,FT,"London, UK",0,S,synthetic
Junior Marketing Analyst,31695.97,entry,FT,"Austin, TX",100,L,synthetic
Recruitment Intern,42883.56,entry,FT,"Montreal, Canada",0,L,synthetic
Finance Graduate Trainee,46912.97,entry,FT,"Boston, MA",0,S,synthetic
Head of Finance,117326.94,senior,FT,"San Francisco, CA",0,M,synthetic
Odoo Developer Junior,57208.08,entry,FT,Remote - Worldwide,0,L,synthetic
Senior Data Engineer,95710.47,mid,FT,"Tunis, Tunisia",0,L,synthetic
Content Marketing Intern,45073.15,entry,FT,"London, UK",50,M,synthetic
Junior Full Stack Developer,32757.15,entry,FT,"New York, NY",50,M,synthetic
Junior Django Developer,37292.68,entry,FT,Remote,0,S,synthetic
Data Reporting Analyst,0.0,entry,FT,"Berlin, Germany",50,L,synthetic
Digital Marketing Intern,51009.74,entry,FT,"Paris, France",50,L,synthetic
Junior HR Generalist,46733.06,entry,FT,"Lyon, France",50,L,synthetic
AI Engineer Entry Level,66310.8,entry,FT,"Amsterdam, Netherlands",100,M,synthetic
Web Developer Intern,50590.16,entry,FT,"Tunis, Tunisia",50,S,synthetic
Senior Audit Manager,113873.78,senior,FT,"San Francisco, CA",50,M,synthetic
Data Science Graduate,69338.62,entry,FT,"Brussels, Belgium",100,L,synthetic
Senior Data Engineer,0.0,mid,FT,"San Francisco, CA",50,L,synthetic
Data Engineer,0.0,mid,FT,"Paris, France",50,L,synthetic
Junior Web Developer,41792.0,entry,FT,Remote,100,M,synthetic
Web Developer Intern,0.0,entry,FT,Remote - Worldwide,100,L,synthetic
BI Developer Entry Level,44198.69,entry,FT,"Seattle, WA",100,S,synthetic
Finance Graduate Trainee,40602.3,entry,FT,"Brussels, Belgium",0,L,synthetic
Machine Learning Engineer Intern,0.0,entry,FT,Remote - US,100,S,synthetic
Finance Graduate Trainee,44817.67,entry,FT,"London, UK",0,M,synthetic
Web Developer Intern,49379.72,entry,FT,"New York, NY",0,M,synthetic
Web Developer Intern,37789.8,entry,FT,"Toronto, Canada",100,L,synthetic
ERP Analyst Junior,41986.17,entry,FT,"Berlin, Germany",0,M,synthetic
Web Developer Intern,44559.06,entry,FT,"Amsterdam, Netherlands",50,M,synthetic
Junior PHP Developer,0.0,entry,FT,"New York, NY",0,M,synthetic
Data Engineer,89310.63,mid,FT,Remote - Worldwide,100,M,synthetic
Data Science Graduate,52754.24,entry,FT,Remote,0,L,synthetic
Social Media Manager Junior,49879.44,entry,FT,Remote - US,100,M,synthetic
Senior Audit Manager,0.0,senior,FT,"Toronto, Canada",0,M,synthetic
Power BI Developer Junior,35034.53,entry,FT,"Boston, MA",100,L,synthetic
Audit Assistant,42266.99,entry,FT,"Tunis, Tunisia",50,M,synthetic
Junior Full Stack Developer,33071.26,entry,FT,"Paris, France",100,L,synthetic
Junior Django Developer,53938.94,entry,FT,"Austin, TX",0,L,synthetic
ETL Developer,84418.12,mid,FT,"Madrid, Spain",0,S,synthetic
ML Platform Engineer Senior,176218.18,senior,FT,"Boston, MA",50,S,synthetic
Talent Acquisition Intern,41527.5,entry,FT,"London, UK",50,S,synthetic
Junior Marketing Analyst,48232.74,entry,FT,Remote - US,100,L,synthetic
ML Platform Engineer Senior,137036.66,senior,FT,"Amsterdam, Netherlands",0,M,synthetic
Data Analyst Graduate,59126.98,entry,FT,"Austin, TX",100,M,synthetic
Social Media Manager Junior,0.0,entry,FT,"Seattle, WA",50,M,synthetic
Junior Full Stack Developer,52009.73,entry,FT,"Paris, France",100,S,synthetic
Principal Data Scientist,0.0,senior,FT,"New York, NY",100,M,synthetic
Junior BI Analyst,0.0,entry,FT,"Austin, TX",0,M,synthetic
Finance Graduate Trainee,49810.77,entry,FT,"Chicago, IL",50,L,synthetic
Talent Acquisition Intern,28854.19,entry,FT,"Austin, TX",0,S,synthetic
Junior BI Analyst,43646.53,entry,FT,"Chicago, IL",50,M,synthetic
Staff Machine Learning Engineer,0.0,senior,FT,Remote - US,0,S,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Seattle, WA",50,L,synthetic
Lead AI Engineer,146190.74,senior,FT,"Brussels, Belgium",50,M,synthetic
Odoo Developer Junior,0.0,entry,FT,"Paris, France",50,L,synthetic
ETL Developer,0.0,mid,FT,"Toronto, Canada",100,S,synthetic
Junior HR Generalist,0.0,entry,FT,"Madrid, Spain",50,S,synthetic
Junior SAP Consultant,0.0,entry,FT,Remote - Worldwide,50,S,synthetic
Senior Audit Manager,0.0,senior,FT,"Lyon, France",0,L,synthetic
Lead AI Engineer,129723.74,senior,FT,"Austin, TX",50,S,synthetic
Lead AI Engineer,0.0,senior,FT,Remote - Europe,0,M,synthetic
Junior SQL Analyst,0.0,entry,FT,"New York, NY",100,S,synthetic
Junior NLP Engineer,76736.86,entry,FT,"Boston, MA",50,M,synthetic
Senior Machine Learning Engineer,0.0,senior,FT,"Austin, TX",50,S,synthetic
HR Assistant,0.0,entry,FT,"Paris, France",0,S,synthetic
Community Manager Junior,36723.33,entry,FT,"Berlin, Germany",100,M,synthetic
Senior Financial Analyst,83620.7,senior,FT,"Brussels, Belgium",0,M,synthetic
Digital Marketing Intern,0.0,entry,FT,"Boston, MA",100,L,synthetic
Junior Controller,54589.48,entry,FT,"Amsterdam, Netherlands",50,M,synthetic
Junior Web Developer,0.0,entry,FT,"Berlin, Germany",100,S,synthetic
Junior SAP Consultant,0.0,entry,FT,"Tunis, Tunisia",0,L,synthetic
Junior Python Developer,33093.08,entry,FT,"Chicago, IL",50,L,synthetic
Senior Audit Manager,0.0,senior,FT,"Seattle, WA",0,L,synthetic
Data Pipeline Engineer,0.0,mid,FT,"Dubai, UAE",50,S,synthetic
Junior BI Analyst,0.0,entry,FT,Remote - US,0,S,synthetic
Recruitment Intern,0.0,entry,FT,"Madrid, Spain",50,S,synthetic
HR Coordinator Entry Level,38213.88,entry,FT,Remote - US,50,M,synthetic
Junior Django Developer,0.0,entry,FT,"Montreal, Canada",100,L,synthetic
Senior Computer Vision Engineer,0.0,senior,FT,"Dubai, UAE",0,L,synthetic
Data Pipeline Engineer,114203.93,mid,FT,"San Francisco, CA",50,L,synthetic
HR Coordinator Entry Level,35220.26,entry,FT,"Chicago, IL",0,S,synthetic
Cloud Data Engineer,0.0,mid,FT,Remote - Worldwide,100,M,synthetic
Talent Acquisition Intern,34488.17,entry,FT,"Berlin, Germany",0,M,synthetic
Data Engineer,0.0,mid,FT,"San Francisco, CA",50,M,synthetic
AI Research Intern,0.0,entry,FT,"Casablanca, Morocco",50,L,synthetic
Junior Django Developer,42793.95,entry,FT,"Toronto, Canada",0,M,synthetic
Senior Audit Manager,0.0,senior,FT,"Toronto, Canada",0,M,synthetic
Odoo Developer Junior,40864.55,entry,FT,"San Francisco, CA",0,L,synthetic
Data Analyst Intern,61584.11,entry,FT,Remote - Europe,0,L,synthetic
BI Analyst Intern,61234.58,entry,FT,"Brussels, Belgium",50,S,synthetic
Odoo Developer Junior,0.0,entry,FT,"Paris, France",50,S,synthetic
Odoo Implementation Consultant,35286.35,entry,FT,"Casablanca, Morocco",50,S,synthetic
Business Intelligence Intern,0.0,entry,FT,"Brussels, Belgium",0,M,synthetic
Finance Graduate Trainee,0.0,entry,FT,Remote,0,S,synthetic
Junior Controller,43592.81,entry,FT,"Berlin, Germany",50,M,synthetic
Accounting Intern,41443.5,entry,FT,"Brussels, Belgium",0,S,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Toronto, Canada",0,M,synthetic
Finance Manager,155525.56,senior,FT,"Dubai, UAE",0,M,synthetic
Talent Acquisition Intern,0.0,entry,FT,"San Francisco, CA",50,M,synthetic
Junior Data Analyst,64407.34,entry,FT,"San Francisco, CA",50,S,synthetic
Senior Data Engineer,112164.57,mid,FT,"Berlin, Germany",0,L,synthetic
Machine Learning Engineer Intern,0.0,entry,FT,"Chicago, IL",0,L,synthetic
Head of Finance,137416.55,senior,FT,Remote - Europe,50,L,synthetic
Junior HR Generalist,0.0,entry,FT,"Toronto, Canada",0,S,synthetic
ERP Support Analyst,0.0,entry,FT,"Austin, TX",0,L,synthetic
Social Media Manager Junior,49215.67,entry,FT,"Chicago, IL",0,M,synthetic
Senior Controller,0.0,senior,FT,"San Francisco, CA",0,S,synthetic
Data Pipeline Engineer,79286.71,mid,FT,"Chicago, IL",50,L,synthetic
Junior Full Stack Developer,0.0,entry,FT,"Toronto, Canada",50,S,synthetic
Junior Computer Vision Engineer,0.0,entry,FT,"Amsterdam, Netherlands",100,L,synthetic
Junior SAP Consultant,0.0,entry,FT,"Brussels, Belgium",0,M,synthetic
Lead ML Engineer,166738.92,senior,FT,Remote,50,L,synthetic
Frontend Developer Junior,0.0,entry,FT,"Casablanca, Morocco",100,S,synthetic
Junior Full Stack Developer,47129.45,entry,FT,Remote - US,100,M,synthetic
Odoo Developer Junior,0.0,entry,FT,"Berlin, Germany",0,L,synthetic
Talent Acquisition Intern,36726.84,entry,FT,"Chicago, IL",50,S,synthetic
HR Coordinator Entry Level,48513.71,entry,FT,"Paris, France",50,S,synthetic
Finance Manager,0.0,senior,FT,"Brussels, Belgium",50,M,synthetic
Odoo Developer Junior,46701.53,entry,FT,Remote - Europe,0,L,synthetic
Reporting Analyst Junior,42574.35,entry,FT,"Chicago, IL",0,M,synthetic
Staff Machine Learning Engineer,179352.67,senior,FT,"Lyon, France",50,L,synthetic
Junior Data Scientist,54344.8,entry,FT,"Boston, MA",0,M,synthetic
Director of Finance,0.0,senior,FT,"Toronto, Canada",0,S,synthetic
Machine Learning Analyst,0.0,entry,FT,"Austin, TX",50,M,synthetic
Audit Assistant,0.0,entry,FT,"Amsterdam, Netherlands",0,M,synthetic
Junior Marketing Analyst,50238.0,entry,FT,"Brussels, Belgium",100,S,synthetic
Junior HR Generalist,0.0,entry,FT,Remote - Worldwide,50,L,synthetic
Junior PHP Developer,0.0,entry,FT,Remote,100,S,synthetic
Audit Assistant,36683.95,entry,FT,"New York, NY",0,L,synthetic
Finance Graduate Trainee,34404.35,entry,FT,"Casablanca, Morocco",0,M,synthetic
ERP Support Analyst,44165.58,entry,FT,"Lyon, France",50,L,synthetic
Junior SAP Consultant,48309.41,entry,FT,"Casablanca, Morocco",0,S,synthetic
Odoo Implementation Consultant,46214.7,entry,FT,"Brussels, Belgium",0,L,synthetic
Web Developer Intern,36356.26,entry,FT,"Chicago, IL",0,L,synthetic
ERP Analyst Junior,53496.38,entry,FT,"Toronto, Canada",0,S,synthetic
Accounting Intern,37203.66,entry,FT,"New York, NY",0,S,synthetic
Data Science Graduate,0.0,entry,FT,"Seattle, WA",50,M,synthetic
Finance Manager,141868.75,senior,FT,"Paris, France",50,M,synthetic
AI Research Intern,0.0,entry,FT,"Austin, TX",0,L,synthetic
Junior SEO Analyst,34478.07,entry,FT,"Seattle, WA",100,S,synthetic
Senior Controller,126364.22,senior,FT,"New York, NY",50,S,synthetic
Social Media Manager Junior,0.0,entry,FT,"Tunis, Tunisia",50,S,synthetic
Power BI Developer Junior,0.0,entry,FT,"San Francisco, CA",0,M,synthetic
Data Analyst Graduate,40134.16,entry,FT,Remote - US,0,L,synthetic
ERP Support Analyst,0.0,entry,FT,"New York, NY",50,M,synthetic
Business Intelligence Analyst,46436.93,entry,FT,"Dubai, UAE",100,L,synthetic
Data Pipeline Engineer,113839.54,mid,FT,"Paris, France",0,S,synthetic
Junior Financial Analyst,46176.86,entry,FT,"Lyon, France",50,M,synthetic
Junior Computer Vision Engineer,58559.58,entry,FT,"Seattle, WA",50,M,synthetic
Senior Financial Analyst,119438.36,senior,FT,"New York, NY",50,L,synthetic
Recruitment Intern,0.0,entry,FT,"Casablanca, Morocco",50,L,synthetic
Junior PHP Developer,0.0,entry,FT,"Casablanca, Morocco",50,M,synthetic
Cloud Data Engineer,73518.78,mid,FT,"Berlin, Germany",0,S,synthetic
Machine Learning Analyst,0.0,entry,FT,"Chicago, IL",100,L,synthetic
Frontend Developer Junior,45498.3,entry,FT,"London, UK",50,L,synthetic
Junior Full Stack Developer,47960.4,entry,FT,"Montreal, Canada",50,L,synthetic
Junior Marketing Analyst,0.0,entry,FT,"Boston, MA",0,M,synthetic
Junior SQL Analyst,63473.77,entry,FT,"Amsterdam, Netherlands",0,S,synthetic
Junior PHP Developer,0.0,entry,FT,"London, UK",100,M,synthetic
ERP Support Analyst,0.0,entry,FT,"Austin, TX",50,L,synthetic
Senior NLP Engineer,0.0,senior,FT,"Montreal, Canada",50,S,synthetic
Junior ML Engineer,53771.19,entry,FT,"Tunis, Tunisia",50,L,synthetic
HR Assistant,44531.67,entry,FT,"Tunis, Tunisia",50,S,synthetic
Odoo Developer Junior,0.0,entry,FT,"Toronto, Canada",0,M,synthetic
Audit Assistant,43928.3,entry,FT,"Dubai, UAE",0,S,synthetic
Senior Machine Learning Engineer,98248.59,senior,FT,Remote,50,S,synthetic
Data Analyst Intern,58722.22,entry,FT,"Casablanca, Morocco",50,S,synthetic
Content Marketing Intern,43218.57,entry,FT,Remote - Worldwide,100,L,synthetic
Senior Machine Learning Engineer,144957.1,senior,FT,"Montreal, Canada",100,L,synthetic
Machine Learning Engineer Intern,71060.61,entry,FT,"London, UK",0,M,synthetic
Analytics Engineer,0.0,mid,FT,Remote - US,0,L,synthetic
Senior Data Engineer,0.0,mid,FT,"London, UK",100,M,synthetic
Content Marketing Intern,33122.1,entry,FT,"Seattle, WA",50,S,synthetic
Junior Controller,52181.54,entry,FT,"London, UK",0,L,synthetic
Principal Data Scientist,142681.3,senior,FT,"Berlin, Germany",100,S,synthetic
AI Research Intern,73164.09,entry,FT,Remote - US,50,L,synthetic
Junior SEO Analyst,49295.56,entry,FT,"Brussels, Belgium",0,M,synthetic
Data Science Graduate,55727.35,entry,FT,"London, UK",50,L,synthetic
Finance Manager,0.0,senior,FT,"Lyon, France",0,S,synthetic
Odoo Implementation Consultant,38745.15,entry,FT,"Brussels, Belgium",50,L,synthetic
BI Developer Entry Level,39846.47,entry,FT,"Madrid, Spain",0,L,synthetic
ERP Analyst Junior,36536.92,entry,FT,"Tunis, Tunisia",50,S,synthetic
Analytics Engineer,74372.85,mid,FT,"Dubai, UAE",100,L,synthetic
Audit Assistant,37914.94,entry,FT,"Madrid, Spain",0,L,synthetic
Data Analyst Graduate,41023.84,entry,FT,"Chicago, IL",100,L,synthetic
Lead ML Engineer,100067.25,senior,FT,"Boston, MA",50,M,synthetic
Senior Computer Vision Engineer,99928.31,senior,FT,"Austin, TX",0,S,synthetic
Junior Python Developer,49022.17,entry,FT,"London, UK",0,S,synthetic
Web Developer Intern,56472.12,entry,FT,Remote - Worldwide,50,M,synthetic
Principal Data Scientist,0.0,senior,FT,"Amsterdam, Netherlands",100,M,synthetic
Analytics Engineer,74737.3,mid,FT,Remote,0,L,synthetic
Community Manager Junior,0.0,entry,FT,"Chicago, IL",100,L,synthetic
Junior Accountant,33475.35,entry,FT,"Seattle, WA",0,M,synthetic
Digital Marketing Intern,45382.08,entry,FT,"Berlin, Germany",50,S,synthetic
Frontend Developer Junior,0.0,entry,FT,"Brussels, Belgium",0,L,synthetic
Data Visualization Analyst,56039.75,entry,FT,"Casablanca, Morocco",0,M,synthetic
Director of Finance,141491.74,senior,FT,"Seattle, WA",0,S,synthetic
Senior Financial Analyst,0.0,senior,FT,"Chicago, IL",50,S,synthetic
Lead AI Engineer,161276.69,senior,FT,"Berlin, Germany",0,L,synthetic
Machine Learning Engineer Intern,65322.63,entry,FT,Remote - US,0,S,synthetic
Analytics Intern,0.0,entry,FT,"Chicago, IL",50,M,synthetic
Junior ML Engineer,70536.44,entry,FT,"Chicago, IL",50,M,synthetic
Director of Finance,0.0,senior,FT,"Seattle, WA",50,L,synthetic
Staff Machine Learning Engineer,0.0,senior,FT,Remote,100,L,synthetic
Data Science Intern,57253.99,entry,FT,"Dubai, UAE",0,L,synthetic
Junior SQL Analyst,0.0,entry,FT,Remote - US,0,L,synthetic
Senior Data Scientist,166280.69,senior,FT,"Casablanca, Morocco",50,S,synthetic
Data Science Graduate,0.0,entry,FT,"Boston, MA",100,S,synthetic
Frontend Developer Junior,0.0,entry,FT,"Tunis, Tunisia",100,S,synthetic
Junior Financial Analyst,48854.04,entry,FT,"Dubai, UAE",0,L,synthetic
HR Coordinator Entry Level,28708.6,entry,FT,"Chicago, IL",0,S,synthetic
Odoo Implementation Consultant,43285.64,entry,FT,"New York, NY",0,L,synthetic
Frontend Developer Junior,0.0,entry,FT,"Casablanca, Morocco",50,L,synthetic
Junior HR Generalist,0.0,entry,FT,"London, UK",50,S,synthetic
Community Manager Junior,34423.76,entry,FT,"Amsterdam, Netherlands",0,L,synthetic
ERP Support Analyst,32549.06,entry,FT,"Amsterdam, Netherlands",0,M,synthetic
Cloud Data Engineer,107061.88,mid,FT,"Toronto, Canada",0,M,synthetic
Finance Manager,120371.16,senior,FT,"London, UK",50,M,synthetic
AI Research Intern,0.0,entry,FT,Remote - Europe,0,M,synthetic
Senior Data Engineer,0.0,mid,FT,"Madrid, Spain",100,M,synthetic
Recruitment Intern,28091.97,entry,FT,"Madrid, Spain",0,L,synthetic
Senior Machine Learning Engineer,0.0,senior,FT,"Amsterdam, Netherlands",0,L,synthetic
Lead ML Engineer,0.0,senior,FT,"Berlin, Germany",50,S,synthetic
Junior SAP Consultant,52115.73,entry,FT,"Seattle, WA",50,M,synthetic
Senior Data Engineer,112278.04,mid,FT,"Montreal, Canada",0,M,synthetic
Accounting Intern,0.0,entry,FT,"Paris, France",0,L,synthetic
Accounting Intern,37831.75,entry,FT,Remote - Worldwide,50,S,synthetic
Junior Data Scientist,65227.15,entry,FT,Remote - Europe,50,S,synthetic
Finance Graduate Trainee,53521.9,entry,FT,Remote - Worldwide,50,S,synthetic
Senior Audit Manager,104980.19,senior,FT,"Madrid, Spain",0,M,synthetic
Director of Finance,140461.15,senior,FT,"Montreal, Canada",0,S,synthetic
Power BI Developer Junior,55008.0,entry,FT,"Seattle, WA",0,M,synthetic
BI Developer Entry Level,43953.34,entry,FT,"Tunis, Tunisia",0,L,synthetic
Power BI Analyst,0.0,entry,FT,Remote - Europe,50,S,synthetic
Staff Machine Learning Engineer,152868.96,senior,FT,"Chicago, IL",50,S,synthetic
Web Developer Intern,0.0,entry,FT,"Tunis, Tunisia",50,S,synthetic
HR Coordinator Entry Level,0.0,entry,FT,"Toronto, Canada",50,S,synthetic
Reporting Analyst Junior,0.0,entry,FT,"Brussels, Belgium",100,L,synthetic
Junior SEO Analyst,30697.81,entry,FT,Remote - Worldwide,100,S,synthetic
Community Manager Junior,0.0,entry,FT,"Montreal, Canada",0,S,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Lyon, France",50,S,synthetic
ERP Support Analyst,52156.67,entry,FT,"New York, NY",0,S,synthetic
Junior HR Generalist,0.0,entry,FT,"Toronto, Canada",0,M,synthetic
Finance Graduate Trainee,33590.98,entry,FT,"Amsterdam, Netherlands",50,M,synthetic
AI Research Intern,0.0,entry,FT,Remote - US,0,M,synthetic
Junior SEO Analyst,33676.12,entry,FT,"Tunis, Tunisia",0,L,synthetic
Odoo Developer Junior,0.0,entry,FT,Remote - Europe,50,L,synthetic
Junior Accountant,42816.58,entry,FT,"Casablanca, Morocco",0,M,synthetic
Junior Financial Analyst,0.0,entry,FT,"Austin, TX",0,L,synthetic
Head of Finance,0.0,senior,FT,"Casablanca, Morocco",0,L,synthetic
Director of Finance,0.0,senior,FT,Remote - US,50,L,synthetic
Digital Marketing Intern,0.0,entry,FT,"Seattle, WA",0,M,synthetic
Cloud Data Engineer,78948.67,mid,FT,"Berlin, Germany",100,S,synthetic
Data Science Intern,51980.96,entry,FT,Remote - US,50,M,synthetic
Business Intelligence Analyst,59195.33,entry,FT,"Toronto, Canada",0,L,synthetic
Data Analyst Graduate,0.0,entry,FT,"New York, NY",0,L,synthetic
Talent Acquisition Intern,0.0,entry,FT,"Brussels, Belgium",50,L,synthetic
